Published Date,Video URL,Channel,Title,Description,
5/18/2019 8:13,https://www.youtube.com/watch?v=kinFgjq4Qok,PowerShell.org,It’s PowerShell In the Cloud – Welcome to Azure Cloud Shell by Michael Bender,"As more organizations move towards the cloud and using Microsoft Azure, there is a need to leverage our existing practices in that environment. That is where Azure Cloud Shell comes in. Azure Cloud Shell provides a CLI for administrators into their Azure subscription resources. Access to Azure Cloud Shell is available through a variety of methods including the Azure Portal and shell.azure.com. Admins can choose their environment: bash or PowerShell. For this session, the focus will be on using PowerShell through Azure Cloud Shell. It will begin with an introduction to Azure Cloud Shell for an understanding of the platform, uses, features, and limitations. Discussion of Use cases will include locked down admin workstations, rotating devices, and non-Windows device usage. Then we'll dive into working with Azure Cloud Shell from setup to Git to the Cloud Shell editor. Demos planned include: -Initial setup including Azure File Storage -Command discovery -Installing custom modules from PowerShell Gallery -Working with Azure commands -Uploading resources to Azure File Storage for use in Azure Cloud Shell -Using SSH for remoting to VMs -Working with Git Repos -Using the Cloud Shell editor (Monaco) -Use Managed Service Identity (MSI) in Azure Cloud Shell All attendees will leave with the information they need to begin immediately managing Azure subscription resources with Azure Cloud Shell using a personalized interface. Everyone will learn Stuff! PowerShell Summit videos are recorded on a ""best effort"" basis. We use a room mic to capture as much room audio as possible, with an emphasis on capturing the speaker. Our recordings are made in a way that minimizes overhead for our speakers and interruptions to our live audience. These recordings are meant to preserve the presentations' information for posterity, and are not intended to be a substitute for attending the Summit in person. These recordings are not intended as professional video training products. We hope you find these videos useful - the equipment used to record these was purchased using generous donations from members of the PowerShell community.",DevOps 2019
5/18/2019 8:13,https://www.youtube.com/watch?v=C5HcH8uRjVc,PowerShell.org,Demystifying Microsoft's Cloud Automation products by Jaap Brasser,"Azure offers an evergrowing suite of products & services to remove repetitive tasks from our daily grind. This session assumes the perspective of a Cloud/IT Professional with the vision to automate anything with whichever tools we have available. Jaap will dive into Azure Automation, Microsoft Flow, Azure Functions and more. What are they, how do they relate to each other and what are the pros and cons of using each product? By looking at and understanding how we can leverage the Cloud Automation tools that are available to us today we will be able to work less tomorrow! Warning: Contains code! PowerShell Summit videos are recorded on a ""best effort"" basis. We use a room mic to capture as much room audio as possible, with an emphasis on capturing the speaker. Our recordings are made in a way that minimizes overhead for our speakers and interruptions to our live audience. These recordings are meant to preserve the presentations' information for posterity, and are not intended to be a substitute for attending the Summit in person. These recordings are not intended as professional video training products. We hope you find these videos useful - the equipment used to record these was purchased using generous donations from members of the PowerShell community.",DevOps 2019
5/18/2019 8:13,https://www.youtube.com/watch?v=ux77ZpSQmJY,PowerShell.org,Using PowerShell in a Cross Platform World presented by Bill Hurt written by James Pogran,"PowerShell used to be just for Windows, but now it installs on most platforms...so that means we can use PowerShell everywhere! It all just works like magic and you can just sit back and relax. Right? Well, for the most part, PowerShell Core works everywhere - but like most things, the devil is in the details. This talk will cover the lessons learned from converting various project scripts from other languages to PowerShell scripts that work on Windows, Linux and Mac.",DevOps 2019
5/18/2019 8:13,https://www.youtube.com/watch?v=E8OPkt6o2tU,PowerShell.org,How to become a SHiPS wright - Building with SHiPS by Glenn Sarti,A Shipwright an artisan skilled in one or more of the tasks required to build vessels. A SHiPSwright is an artisan skilled in one or more of the tasks required to build PowerShell Providers. The [SHiPS toolkit](https://github.com/PowerShell/SHiPS) has been around for a while but it can be a little difficult to get started. ## What is SHiPS and what can it do for me? ## Examples of existing SHiPS based providers - Azure Cloud Shell - Puppet PS Provider - etc. ## What things can I SHiPS-ify? - What is hierarchial data? ## DEMO - Building a simple static SHiPS provider ## DEMO - Use an external API ## DEMO - Advanced topics - Caching - Testing? ## Further information - Links - Docs - Open Source,DevOps 2019
5/18/2019 8:13,https://www.youtube.com/watch?v=fySW4i0Q5-I,PowerShell.org,PSCache: simple strategies for magnificent performance by Mathias Jessen,"In this presentation I'll introduce the audience to a big picture view of asymptotic complexity (Big O) in scripting, using a language that doesn't require a CS degree, then look at some common pitfalls when it comes to runtime inefficiency that I've seen in actual scripts in the wild and on the internet, and finally dig into how one might spot and resolve these terribly slow anti-patterns. The theme of the talk is not entirely original, as I believe others (including Ashley McGlone?) has previeously delivered presentations on this topic, but I'd like to dig a little deeper into the behavior of different collection types in .NET, look at _practical examples_ of how one might infer the time complexity of a piece of code using an augmented version of [Measure-Script](https://github.com/IISResetMe/MeasureScript/) and finally focus on more general patterns of efficient abstractions with the [PSCache module](https://github.com/IISResetMe/PSCache) as a starting point",DevOps 2019
5/18/2019 8:13,https://www.youtube.com/watch?v=xHqj7Icc3LM,PowerShell.org,Using Pester & ScriptAnalyzer for Detecting Obfuscated PowerShell by Daniel Bohannon,"Over the years as attackers have increasingly used PowerShell as an important piece of their offensive toolkit, the PowerShell Team has countered by building deep inspection capabilities into PowerShell that are not found in any other scripting language. However, as defenders began using this new visibility and significantly improving their detection of malicious PowerShell usage, attackers adapted their techniques. As attackers turned to the heavy usage of specific obfuscation techniques, like those found in Invoke-Obfuscation and Invoke-CradleCrafter, to target certain aspects of PowerShell’s ScriptBlock logging, defenders once again had to match this offensive shift with their own shift in detection methodology. Defenders have since turned to various data science approaches, like those built into Revoke-Obfuscation, to more robustly detect heavy PowerShell obfuscation. However, countering offensive projects like PSAmsi have enabled attackers to apply selective obfuscation in minimal quantities to evade specific A/V signatures while falling under the ""obfuscation threshold"" of newer data science approaches. Come learn how PesterSec combines the power of ScriptAnalyzer and Pester to perform context-specific detections of minimally-obfuscated PowerShell commands and scripts. These platforms also highlight the ease of access to PowerShell’s Abstract Syntax Tree (AST) for any PowerShell practitioner. PowerShell Summit videos are recorded on a ""best effort"" basis. We use a room mic to capture as much room audio as possible, with an emphasis on capturing the speaker. Our recordings are made in a way that minimizes overhead for our speakers and interruptions to our live audience. These recordings are meant to preserve the presentations' information for posterity, and are not intended to be a substitute for attending the Summit in person. These recordings are not intended as professional video training products. We hope you find these videos useful - the equipment used to record these was purchased using generous donations from members of the PowerShell community.",DevOps 2019
5/18/2019 8:13,https://www.youtube.com/watch?v=OGhqGqBEaMk,PowerShell.org,Malicious Payloads vs Deep Visibility: A PowerShell Story by Daniel Bohannon,"For over a decade PowerShell has empowered administrators, DevOps practitioners and automation enthusiasts to accomplish significant tasks with relative ease. However, malicious threat actors have also harnessed PowerShell’s capabilities by writing extensive offensive tools and frameworks in PowerShell. The PowerShell team has countered these malicious trends with adding numerous defensive enhancements to PowerShell including extremely deep logging visibility (like ScriptBlock, Module and Transcription logging) as well as blocking capabilities and interfaces like the AntiMalware Scan Interface (AMSI). This talk draws from over four years of Incident Response experience to lay out a technical buffet of in-the-wild malicious PowerShell payloads and techniques. In addition to diving deep into the mechanics of each malicious example, this presentation will highlight forensic artifacts, detection approaches and the deep visibility that the latest versions of PowerShell provides security practitioners to defend their organizations against the latest attacks that utilize PowerShell. So if you are new to security or just want to learn about how attackers have used PowerShell in their attacks, then this talk is for you. If you want to see what obfuscated and multi-stage, evasive PowerShell-based attacks look like under the microscope of PowerShell deep inspection capabilities, this talk is for you. And if you want to see why these security advancements to PowerShell are causing many attackers to shift their tradecraft development away from PowerShell, this talk is for you. PowerShell Summit videos are recorded on a ""best effort"" basis. We use a room mic to capture as much room audio as possible, with an emphasis on capturing the speaker. Our recordings are made in a way that minimizes overhead for our speakers and interruptions to our live audience. These recordings are meant to preserve the presentations' information for posterity, and are not intended to be a substitute for attending the Summit in person. These recordings are not intended as professional video training products. We hope you find these videos useful - the equipment used to record these was purchased using generous donations from members of the PowerShell community.",DevOps 2019
5/18/2019 8:13,https://www.youtube.com/watch?v=__Px5pyGvSs,PowerShell.org,Publishing and Managing Modules in an Internal Repository by Kevin Marquette,"Setting up and publishing to an internal repository is much easier than most people expect. In this talk, I plan on covering why it's a good idea to use an internal repository to distribute modules. I will show how to publish modules to both a file share and a local nuget instance. The demo will show the user how to manually publish the module with the idea that it should be part of a CI/CD pipeline. We will address the idea of re-hosting public modules from the PSGallery as a way to gate them into your organization. We will also show how to bootstrap other systems to use the internal repository. And then talk about the trials and tribulations of doing this in my organization. PowerShell Summit videos are recorded on a ""best effort"" basis. We use a room mic to capture as much room audio as possible, with an emphasis on capturing the speaker. Our recordings are made in a way that minimizes overhead for our speakers and interruptions to our live audience. These recordings are meant to preserve the presentations' information for posterity, and are not intended to be a substitute for attending the Summit in person. These recordings are not intended as professional video training products. We hope you find these videos useful - the equipment used to record these was purchased using generous donations from members of the PowerShell community.",DevOps 2019
5/2/2018 7:47,https://www.youtube.com/watch?v=sN7xw_jq_64,PowerShell.org,Keynote: State of the Community by Don Jones,"Find out what's been happening in the PowerShell community, and get ""pumped up"" for a week at Summit! PowerShell.org CEO Don Jones covers what's new, what's been happening, and offers sage advice for getting the most from your Summit experience.",DevOps 2018
5/2/2018 7:54,https://www.youtube.com/watch?v=us4HTxtjfa8,PowerShell.org,PowerShell 2018: State of the Art by Jeffrey Snover,Join Microsoft Technical Fellow Jeffrey Snover for a look at PowerShell of 2018.,DevOps 2018
5/2/2018 8:05,https://www.youtube.com/watch?v=wwBMgP021sk,PowerShell.org,Team Leadership Session by Michael Greene & Joey Aiello,Team Leadership Session,DevOps 2018
5/2/2018 8:12,https://www.youtube.com/watch?v=yWwcEsNnzBM,PowerShell.org,A Historical Architectural Tour of PowerShell by Bruce Payette,Join one of original PowerShell team members for a look at how PowerShell has evolved over time. We'll look at both the technical and environmental drivers behind many of the decisions that made PowerShell what it is today.,DevOps 2018
5/2/2018 8:38,https://www.youtube.com/watch?v=4cSRSdsCbho,PowerShell.org,PowerShell Team: PowerShell Core by Joey Aiello,PowerShell Team: PowerShell Core,DevOps 2018
5/2/2018 8:45,https://www.youtube.com/watch?v=RgwrHpE0IK4,PowerShell.org,"Building cmdlets for a REST API with PowerShell classes, Azure-based ... by Jeremy Murrah","Building cmdlets for a REST API with PowerShell classes, Azure-based integration tests and continuous deployment by Jeremy Murrah This talk will cover a project to write a set of cmdlets for an Infoblox dns appliance. Code is split between cmdlets for the interface and parameter validation, and classes for modeling all the REST calls. Will also cover the CD pipeline via appveyor with tests against an Azure appliance. Classes, the new feature in PowerShell 5.0, was added just for writing DSC resources right? Not so! Come see how classes can be used as part of a PowerShell cmdlet, providing code separation, easier parameter validation, and more. This session will cover a working module that uses class definitions alongside standard PowerShell cmdlets to integrate with a REST API. Learn how using defined classes makes integration between get and set cmdlets easier and potentially safer. It will also cover the release pipeline for testing and deployment, with a little Azure Resource Manager template design thrown in for fun. All code for this session will be available on GitHub. This session will cover: - How to build a REST Uri and payload from user-provided parameter values - How to model objects and build class definitions and methods to reflect actions on those objects - How to build cmdlets that interface with both the user and the class definitions, isolating code for improved readability - How to build a test environment in Azure for running Pester tests and deploy to the PS Gallery with Appveyor This has been an amazing side project that I've been working on for over a year. I've learned a ton about classes, github, appveyor, azure, etc. and I'm eager to share all that. Current project code can be found here: github.com/murrahjm/Infoblox-Classy",DevOps 2018
5/2/2018 8:49,https://www.youtube.com/watch?v=5SVRCkUtKJU,PowerShell.org,Connecting the Dots with PowerShell by Warren Frame,"One of PowerShell's greatest strengths is its ability to glue pretty much any technologies together. We'll use that strength to pull data from a number of services, connecting the resulting dots with a graph database that could be used as a lightweight CMDB. We'll talk about: * Different interfaces PowerShell can use, from modules to .NET libraries * Graph databases like Neo4j, and how these can be useful for sysadmins * A practical (janky) CMDB, and why these can be useful ## Why the topic: I'm a fan of CMDBs that have useful data. They can drive automation, monitoring and alerting, reporting, and anything else that benefits from visibility. It just so happens that: * This is a great way to illustrate the various ways to talk to things in PowerShell (modules, web APIs, .NET libraries, binaries, etc.) * Graph databases are awesome, and map to real life systems more easily than the cumbersome fun of primary keys, foreign keys, and strict schemas * Neo4j has a free, cross platform community edition, and there's a simple PowerShell module to work with it * We can instill other important lessons, e.g. modules/abstraction, community/sharing * We can provide a practical example that folks without a reasonable CMDB could borrow and extend * Heavy weight, expensive, actual CMDBs are a poor fit for shops adopting DevOps practices and principles",DevOps 2018
5/2/2018 8:58,https://www.youtube.com/watch?v=zhjU24hbYuI,PowerShell.org,Become a PowerShell Debugging Ninja by Kirk Munro,"You've written PowerShell scripts or functions, and maybe packaged them up in a module. Then suddenly, when you least expect it, it shows up. It's red, and it's scary. You've hit a bug. But fear not! You, too, can become a PowerShell Debugging Ninja! Come to this session to learn how! Hi-yaaaaaaaah! You will learn: 1. ""Soft"" debugging skills that reduce or eliminate the need to work with a PowerShell debugger when it's not necessary. 2. ""Hard"" debugging skills that will help you get the most value for the least effort when working with the PowerShell debugger. 3. Best practices and tips and tricks that increase reliability and efficiency when writing and debugging PowerShell scripts and modules.",DevOps 2018
5/2/2018 9:01,https://www.youtube.com/watch?v=1ZCKejo7H7U,PowerShell.org,Building PowerShell Applications that Operate on a Planetary Scale by Justin Sider,"Powershell is quickly taking over the IT world. With the new releases of PowerShell being platform agnostic you can now build Apps that can manage ANYTHING and run ANYWHERE! Combining PowerShell with open source web platforms allows you to build custom Apps to manage heterogeneous infrastructures. There is no ‘out of the box’ perfect solution available on the market today that can help you manage your infrastructure your way. It costs too much, it's too complex, there is no way to customize it... we can always find things wrong, or have a better way of doing things... it's human nature. So, I say put your money where your mouth is, and build one yourself! You know your requirements better than anyone else! And, if you know PowerShell you are in luck! Let's continue this journey together. I have worked with many tools in the past, and they have never been quite right. I’ve always wanted more information, and extra button, remove some piece of data that I didn't care about, but the problem is that I didn’t understand the language it was written in, or didn’t have access to the source code. So I quit. I quit waiting for someone to do what I needed done, and I started building PowerShell applications to help manage my Information systems. The concept is simple, use powershell to collect data to be stored in a central location, a lightweight web application to display the data, and some business logic to apply relevant changes to the specific environments. The individual components break down into manageable pieces to include; A Queue Manager, Task Manager, Database, Web Application, and a Management service. A Task Manager can be deployed into any environment and is the workhorse of the application. It communicates with the database to input data and to get data to perform the specific workflows you have designed. All log files and related artifacts are securely stored on a CIFS share available for viewing in the User Interface. With great success, comes more challenges! Having this great distributed system was great when starting, but quickly became a pain to manage! Manually updating scripts on VM’s halfway across the world is not fun, so I wrote a management service to keep all of my systems in sync. Runtime environments needed to be managed as well as source control on the executable files. Insert Docker to resolve the runtime environment, it’s a bit overkill, but does a fantastic job at creating an exact, repeatable workspace to execute scripts. What other product will let you build and manage your complex environment of on premise, and cloud infrastructure across product lines like VMware, Active Directory, custom REST API’s, security scanning tools, and more? In this talk I plan to break down all of the components that are used to construct a scaleable PowerShell application, as well as describe their roles. I will review some of the problems I have encountered as I have built my custom solution for my environment, as well as lead the audience to a path where they can get started. My hope is to have an engaging audience so we can discuss the importance of the CI/CD pipeline when managing this type of system, as well as the risks of introducing this level of automation into their environment.",DevOps 2018
5/2/2018 9:06,https://www.youtube.com/watch?v=i1DpPU_xxBc,PowerShell.org,Developing with PowerShell Classes: Here be Dragons by Brandon Olin,"Classes are a powerful capability in PowerShell and are meant to provide a more familiar developing experience to more traditional programmers. You will not experience calm skies and quiet seas though. This talk will show you where the dragons lurk and help you navigate the stormy seas. Classes were introduced in PowerShell 5 and mainly to aid in writing DSC resources but can be used with non-DSC modules as well. This talk will go over some of the hidden gotchas when developing with classes including: * Importing issues * Verbose / Debug oddities * Sharing classes between modules I've developed and released a large PowerShell project (PoshBot) that primarily consists of PowerShell classes. While I could have written the module using traditional functions and cmdlets, I wanted an excuse to try classes out on a new project. Using classes was not a smooth experience and I want to share some of my challenges.",DevOps 2018
5/2/2018 9:20,https://www.youtube.com/watch?v=k4jzskfrYXw,PowerShell.org,PowerShell Team: Managing Server State using Configuration as Code by Michael Greene,PowerShell Team: Managing Server State using Configuration as Code,DevOps 2018
5/2/2018 9:33,https://www.youtube.com/watch?v=hnXe1gxh3gU,PowerShell.org,Why you should embrace OpenSource. Jenkins-PowerShell-Containers by Gabriel Rojas,Jenkins is a tool that have multiple uses but this talk will aim to show and explain how to build a pipeline in Jenkins to run a pester and script analyzer checks on a container,DevOps 2018
5/2/2018 9:45,https://www.youtube.com/watch?v=ccEO5buASv8,PowerShell.org,The Build Release Pipeline Model for Mere Mortals by Ryan Coates,"As automators, there are many benefits to be gained by utilizing a build/release pipeline outside of the dev team. Join me as I show you just a few of the possibilities these powerful tools provide us",DevOps 2018
5/2/2018 9:49,https://www.youtube.com/watch?v=91A_Bsyzu-g,PowerShell.org,PowerShell Team: Inventory Your Server Environment and Detect Change at Scale by Jenny Hunter,PowerShell Team: Inventory Your Server Environment and Detect Change at Scale,DevOps 2018
5/2/2018 9:54,https://www.youtube.com/watch?v=zftC6eDzRJY,PowerShell.org,Getting started with Just Enough Administration (JEA) by Jason Helmick,"In this fast paced “how-to” presentation, Let Jason Helmick take you the creation and implementation of JEA endpoints for secured administration and help you reduce the number of admins with excessive privilege. You will also learn how to gradually and safely implement JEA based on best practices.",DevOps 2018
5/2/2018 10:05,https://www.youtube.com/watch?v=Yp_m5T_kyJU,PowerShell.org,Whip Your Scripts into Shape: Optimizing PowerShell for Speed by Joshua King,"With a handful of techniques tucked away in your tool belt your PowerShell code will be running faster than ever. Buckle up for a demo heavy session that can’t drop below 50 mph. When every second counts, you can’t sit around waiting for your script to finish.",DevOps 2018
5/2/2018 10:08,https://www.youtube.com/watch?v=qaR61q8w8Cc,PowerShell.org,Application Provisioning with DSC and Octopus Deploy by Josh Duffney,Giving developers control of application provisioning through Desired State Configuration and Octopus Deploy. Learn how a DevOps team created a solution that gave developers control over their application provisioning by defining a json document. This talk will demonstrate how to use an opensource PowerShell module InvokeDSC with Octopus Deploy to create such a solution.,DevOps 2018
5/2/2018 10:18,https://www.youtube.com/watch?v=zGOl5g_AJ5U,PowerShell.org,PlatyPS: PowerShell Help meets Markdown by Sergei Vorobev,"PlatyPS solves a long standing pain of writing PowerShell external help xmls. Now you can write help in markdown and verify that it reflects the code. PlatyPS brings modern markdown-based workflows to the PowerShell help authoring. We will take a deep dive in the PowerShell help engine and platyPS. PlatyPS solves a long standing pain of writing PowerShell external help xmls.It provides a way to * Write PowerShell External Help in Markdown * Generate markdown help for your existing modules * Keep markdown help up-to-date with your code * Generate help artifacts (maml xmls and online help archives) from markdown and ship them with your modules Traditionally PowerShell external help files have been authored by hand or using complex tool chains and rendered as MAML XML for use as console help. MAML is cumbersome to edit by hand, and common tools and editors don't provide good support for working with it. Markdown is a very easy markup language which became a standard for writing documentation. We will take a look at existing big projects that are using it (like Azure and PowerShell-Docs) and some smaller projects (like PSReadLine). We will go through a (very easy!) bootstrap process for using platyPS in an existing project. We will also cover how to make sure that documentation is up to date and even add tests to your CI pipeline to make sure that documentation is always updated. In the second part of the talk, we will take a deep dive into platyPS internals. We will talk about markdown schema, quirks of PowerShell help engine and tool limitations. We will also cover advanced topics, like combining few different versions of your module help into a single markdown document. Every part of the talk will be accompanied by hands on live demos.",DevOps 2018
5/2/2018 10:39,https://www.youtube.com/watch?v=M5bkHUQy-JA,PowerShell.org,"Defending against PowerShell attacks - in theory, and in practice by Lee holmes",Learn how attackers are using PowerShell and how to defend against those attacks.,DevOps 2018
5/2/2018 10:43,https://www.youtube.com/watch?v=cBQqewAZkFc,PowerShell.org,PowerShell remoting - Installing and troubleshooting in a... by Anthony Nocentino & Richard Siddaway,"PowerShell remoting - Installing and troubleshooting in a multiplatform environment PowerShell Core is about choice and the transport layer for remoting is one of those choices. In this session we’ll look at remoting in Multiplatform environments, configuring both OpenSSH and WinRM based remoting and how we can leverage remoting to really scale up our administrative capabilities.",DevOps 2018
5/2/2018 10:47,https://www.youtube.com/watch?v=4mywiTUNb00,PowerShell.org,"An Opinionated DSC Solution, with Tooling by Gael Colas","DSC has been letting you down, not delivering on the Cattle vs Pet, and making it hard to scale and manage? The Lack of tooling forces you to consider other solutions such as Chef and Puppet? Attend this session to discover an opinionated approach to building DSC Configuration, with Tools!",DevOps 2018
5/2/2018 10:59,https://www.youtube.com/watch?v=NrUxgSaFvtk,PowerShell.org,Beyond Pester 101: Applying testing principles to PowerShell by Glenn Sarti,"We see a lot talks on testing PowerShell with Pester, but are the tests we write good tests? What makes a test ""good""? How do we measure how effective our tests are? This talk will help you answer these questions, including why testing is important and how to apply these principles to your project.",DevOps 2018
5/2/2018 11:02,https://www.youtube.com/watch?v=1wyeEItzRk4,PowerShell.org,"Define, Develop and Deploy DSC Resources by Jeff Hicks","Even though there is an abundance of DSC resources, there is always room for more. Perhaps there is some Windows feature or setting that hasn't been covered yet. Or you have a home-grown application that needs a resource. In this demo-heavy session you will learn everything you need to know about designing and deploying a DSC resource. We'll start with the legacy DSC resource model and finish with a modern, high-quality DSC resource. Lots of code, best practices and demos abound.",DevOps 2018
5/2/2018 11:04,https://www.youtube.com/watch?v=QLalnXXwQeI,PowerShell.org,PowerShell IoT - What .Net Core has done for your Raspberry Pi by Eli Hess,"Raspberry Pis, Windows IoT, dot net core, scripted TCP solutions, this session has it all! Learn how set up a TCP server using pure PowerShell on your favorite credit-card sized computer.",DevOps 2018
5/2/2018 11:06,https://www.youtube.com/watch?v=dNINqk3PMBk,PowerShell.org,Parameter Classes: Making parameter-binding user friendly by Friedrich Weinmann,"Asking for a specific data type as input can be very unintuitive and limiting for the user. Accepting anything and parsing in script however is hard to maintain. Enter Parameter Classes, introducing a flexible data adapter that can dynamically convert input as part of the parameter binding process.",DevOps 2018
5/2/2018 12:20,https://www.youtube.com/watch?v=MeO_9KDB958,PowerShell.org,Recreate MOF based DSC resources as Class based DSC resouces by Mike F Robbins,"Got DSC resources? Regardless of your answer, if you're interested in creating DSC resources, this is the session for you! Learn how to create a MOF based DSC resource and then recreate it as a Class based DSC resource along with learning what the pros and cons are for each of these options.",DevOps 2018
5/2/2018 12:25,https://www.youtube.com/watch?v=mC_g7KPED7k,PowerShell.org,"DSC vs. ""The Others"" - A Song of Configuration Management by Missy Januszko","In Game of Thrones’ current season, humans battle for control of the Seven Kingdoms, yet they may end up banding together against “The Others”. How does this relate to PowerShell? If you love DSC, but want to look at DSC’s integration with other config management tools, then this session is for you. You know me as “thedevopsdiva”, or maybe you know me as the co-author of the DSC Book. In any case, you know that I have a penchant for using DSC for configuration management. In this session, you will learn some basics about terminology used in other configuration management tools, such as Chef, Puppet, and Ansible. You will learn the similarities and differences between the DSC platform and these other tools, and I’ll explore the transition between pure DSC and “the others” using DSC for configuration management.",DevOps 2018
5/2/2018 12:30,https://www.youtube.com/watch?v=pm3NKYx1T_k,PowerShell.org,PowerShell Team: Manage Your Server Updates with Minimal Administrative... by Zachary Alexander,PowerShell Team: Manage Your Server Updates with Minimal Administrative Overhead,DevOps 2018
5/2/2018 13:00,https://www.youtube.com/watch?v=XHgeYpjNHWU,PowerShell.org,Scripting Big Changes With Small Risk by Brad Sterkenburg,"Data in, data out, right? PowerShell has a wealth of features that help to shape the inputs and outputs we use. But, what happens when we pull the trigger on a mass change and we forgot a key detail? Brad Sterkenburg discusses how we fail fast, but also fail well, all while we keep moving forward.",DevOps 2018
5/2/2018 13:18,https://www.youtube.com/watch?v=mUkRjT62ejs,PowerShell.org,"Code Writing Code, say what now! Meta Programming and PowerShell by Wesley Kirkland","Have you ever dreamed of writing a script so advanced it can make backups of itself, completely transform to its environment, or even code by itself in a different language? If so you've come to the right place, in this talk we will be discussing Meta Programming and how to do it with PowerShell.",DevOps 2018
5/2/2018 13:28,https://www.youtube.com/watch?v=b8_nE2HxXvo,PowerShell.org,PowerShell Team: Using PowerShell From a Browser to Manage Cloud Resources by Danny Maertens,PowerShell Team: Using PowerShell From a Browser to Manage Cloud Resources,DevOps 2018
5/2/2018 13:50,https://www.youtube.com/watch?v=fY62tqENNw4,PowerShell.org,Deploy Infrastructure As A Service with Azure Resource Manager Templates by Will Anderson,"Trying to figure out how to deploy your own custom Azure templates can be a challenge. This session gives you the fundamentals in creating Azure RM Templates to deploy IaaS environments. Trying to figure out how to deploy your own custom Azure templates can be a challenge. In this session, Cloud and Datacenter Management MVP Will Anderson walks you through: How Azure Resource Manager templates work. Understanding basic JSON logical constructs to give your templates flexibility. What tools you can use to assist in validating your construct before deployment.",DevOps 2018
5/2/2018 16:06,https://www.youtube.com/watch?v=Ukuj_DxueIc,PowerShell.org,"CSV, JSON and XML (Oh My!) by Jeff Hicks",PowerShell makes it ridiculously easy to work with data in any number of formats. You can import a CSV file and export it back out as JSON with a single command. But should you? What is the best data format and what are some of the gotchas? This session will provide plenty of demonstrations showing you how to effectively use different data formats in your PowerShell scripting,DevOps 2018
5/2/2018 16:10,https://www.youtube.com/watch?v=SWyG_GRddsA,PowerShell.org,WebJEA: PowerShell driven Web Forms for Secure Self-Service by Mark Domansky,"Build a web interface for any PowerShell script in 60 seconds. WebJEA parses the script for description, parameters, and validation, and then dynamically builds a form to take input and display formatted output. Control access with AD groups and deliver self-service fast.",DevOps 2018
5/2/2018 16:13,https://www.youtube.com/watch?v=9Cg-20618ac,PowerShell.org,Writing a DSL (Domain Specific Language) for PowerShell by Kevin Marquette,Creating a Domain Specific Language can often address specific problem domains better then generic coding or scripting alone. Join me as I break down what it takes to create a DSL in Powershell and show you how to approach common design patterns,DevOps 2018
5/2/2018 16:16,https://www.youtube.com/watch?v=WP_Olf8GH_g,PowerShell.org,Script Blocks Decoded by Richard Siddaway,You've all used scripblocks but have you stopped to think about what they are and what they do. In this session we'll dive into the depths of script blocks - what they are; what they do and what other things you can accomplish with them. At the end of the demo heavy session you'll have a better appreciation of this part of PowerShell and more tools in your PowerShell tool box.,DevOps 2018
5/2/2018 16:19,https://www.youtube.com/watch?v=LqL8JvK-ed0,PowerShell.org,"Setting Up Your Own Private, Secured Package Repository - Why and How by Darwin Sanoy","Security and availability are good defensive reasons to curate public packages into a private repository, but there are many positive reasons as well! We will cover the benefits of a dedicated, private repository, as well as enabling secure, global reach and an analysis of repository options.",DevOps 2018
5/2/2018 16:21,https://www.youtube.com/watch?v=uMB7eYbimxs,PowerShell.org,Managing Advanced DSC Configurations and Configuration Data by Jason Helmick,Learn how to write and manage complex DSC configurations. Make them reusable and bullet proof with advanced techniques in hierarchical configuration data. Transform the data structure into an easy to edit database.,DevOps 2018
5/2/2018 16:25,https://www.youtube.com/watch?v=eiMcce5WIoA,PowerShell.org,Using Jenkins for your DSC CI Pipeline by Cory Wood,"Introducing Jenkins, your open source automation server/butler. Learn how to create a complete CI pipeline using Jenkins jobs. Watch as a commit to your DSC GIT repository triggers a run of Pester unit tests, a sandbox environment build as an integration test, and then cleans up the mess.",DevOps 2018
5/2/2018 16:28,https://www.youtube.com/watch?v=biYNKsnDk04,PowerShell.org,How to Love Unit Testing by Brian Bunke,"Eat your vegetables, floss, and write unit tests for your code. Sure, you should, but where do you start? What's too much, or not enough? Let's go through some existing code step by step, build the tests, and call out the decisions along the way.",DevOps 2018
5/3/2018 21:19,https://www.youtube.com/watch?v=CPE2-bWK9Vc,PowerShell.org,OpenSSH Internals for PowerShell Pros by Anthony Nocentino,"In PowerShell Core we can use OpenSSH as the transport layer to carry our remoting sessions between our systems. In this session we’ll look at OpenSSH architecture, Authentication methods, including key authentication, sshd configuration, and troubleshooting methods when things go wrong! In this session we’ll cover the following: - OpenSSH Architecture - Authentication methods - Key based authentication - sshd Configuration - Troubleshooting OpenSSH",DevOps 2018
